 ID,PARAM,Date,Value,SYM
08MH024,1,3/7/65,6370,
08MH024,1,4/7/65,6200,
08MH024,1,5/7/65,6290,
08MH024,1,6/7/65,6460,
08MH024,1,7/7/65,6680,
08MH024,1,8/7/65,6800,
08MH024,1,9/7/65,6820,
08MH024,1,10/7/65,6710,
08MH024,1,11/7/65,6710,
08MH024,1,12/7/65,6910,
08MH024,1,13-07-65,6850,
08MH024,1,14-07-65,6630,
08MH024,1,15-07-65,6400,
08MH024,1,16-07-65,6140,
08MH024,1,17-07-65,5860,
08MH024,1,18-07-65,5610,
08MH024,1,19-07-65,5520,
08MH024,1,20-07-65,5470,
08MH024,1,21-07-65,5750,
08MH024,1,22-07-65,5720,
08MH024,1,23-07-65,5640,
08MH024,1,24-07-65,5440,
08MH024,1,25-07-65,5180,
08MH024,1,26-07-65,5010,
08MH024,1,27-07-65,4930,
08MH024,1,28-07-65,4870,
08MH024,1,29-07-65,4810,
08MH024,1,30-07-65,4810,
08MH024,1,31-07-65,4810,
08MH024,1,1/8/65,4790,
08MH024,1,2/8/65,4790,
08MH024,1,3/8/65,4760,
08MH024,1,4/8/65,4790,
08MH024,1,5/8/65,4840,
08MH024,1,6/8/65,4840,
08MH024,1,7/8/65,4810,
08MH024,1,8/8/65,4760,
08MH024,1,9/8/65,4700,
08MH024,1,10/8/65,4670,
08MH024,1,11/8/65,4590,
08MH024,1,12/8/65,4500,
08MH024,1,13-08-65,4470,
08MH024,1,14-08-65,4530,
08MH024,1,15-08-65,4530,
08MH024,1,16-08-65,4590,
08MH024,1,17-08-65,4640,
08MH024,1,18-08-65,4620,
08MH024,1,19-08-65,4500,
08MH024,1,20-08-65,4360,
08MH024,1,21-08-65,4190,
08MH024,1,22-08-65,4080,
08MH024,1,23-08-65,4020,
08MH024,1,24-08-65,4050,
08MH024,1,25-08-65,4160,
08MH024,1,26-08-65,4250,
08MH024,1,27-08-65,4220,
08MH024,1,28-08-65,4250,
08MH024,1,29-08-65,4300,
08MH024,1,30-08-65,4300,
08MH024,1,31-08-65,4300,
08MH024,1,1/9/65,4250,
08MH024,1,2/9/65,4110,
08MH024,1,3/9/65,3880,
08MH024,1,4/9/65,3650,
08MH024,1,5/9/65,3450,
08MH024,1,6/9/65,3340,
08MH024,1,7/9/65,3260,
08MH024,1,8/9/65,3170,
08MH024,1,9/9/65,3060,
08MH024,1,10/9/65,2890,
08MH024,1,11/9/65,2780,
08MH024,1,12/9/65,2690,
08MH024,1,13-09-65,2600,
08MH024,1,14-09-65,2540,
08MH024,1,15-09-65,2540,
08MH024,1,16-09-65,2480,
08MH024,1,17-09-65,2380,
08MH024,1,18-09-65,2320,
08MH024,1,19-09-65,2230,
08MH024,1,20-09-65,2170,
08MH024,1,21-09-65,2110,
08MH024,1,22-09-65,2080,
08MH024,1,23-09-65,2040,
08MH024,1,24-09-65,2000,
08MH024,1,25-09-65,2020,
08MH024,1,26-09-65,2110,
08MH024,1,27-09-65,2200,
08MH024,1,28-09-65,2200,
08MH024,1,29-09-65,2140,
08MH024,1,30-09-65,2050,
08MH024,1,1/10/65,2000,
08MH024,1,2/10/65,1950,
08MH024,1,3/10/65,1910,
08MH024,1,4/10/65,1950,
08MH024,1,5/10/65,2210,
08MH024,1,6/10/65,2580,
08MH024,1,7/10/65,2710,
08MH024,1,8/10/65,2490,
08MH024,1,9/10/65,2540,
08MH024,1,10/10/65,2640,
08MH024,1,11/10/65,2740,
08MH024,1,12/10/65,2920,
08MH024,1,13-10-65,3110,
08MH024,1,14-10-65,3030,
08MH024,1,15-10-65,2860,
08MH024,1,16-10-65,2730,
08MH024,1,17-10-65,2650,
08MH024,1,18-10-65,2620,
08MH024,1,19-10-65,2610,
08MH024,1,20-10-65,2560,
08MH024,1,21-10-65,2550,
08MH024,1,22-10-65,2540,
08MH024,1,23-10-65,2550,
08MH024,1,24-10-65,2750,
08MH024,1,25-10-65,3480,
08MH024,1,26-10-65,4190,
08MH024,1,27-10-65,4080,
08MH024,1,28-10-65,3600,
08MH024,1,29-10-65,3400,
08MH024,1,30-10-65,3540,
08MH024,1,31-10-65,3370,
08MH024,1,1/11/65,3170,
08MH024,1,2/11/65,3620,
08MH024,1,3/11/65,3820,
08MH024,1,4/11/65,3880,
08MH024,1,5/11/65,4130,
08MH024,1,6/11/65,4080,
08MH024,1,7/11/65,3880,
08MH024,1,8/11/65,3680,
08MH024,1,9/11/65,3510,
08MH024,1,10/11/65,3310,
08MH024,1,11/11/65,3170,
08MH024,1,12/11/65,3000,
08MH024,1,13-11-65,2820,
08MH024,1,14-11-65,2710,
08MH024,1,15-11-65,2630,
08MH024,1,16-11-65,2540,
08MH024,1,17-11-65,2430,
08MH024,1,18-11-65,2280,
08MH024,1,19-11-65,2210,
08MH024,1,20-11-65,2330,
08MH024,1,21-11-65,2360,
08MH024,1,22-11-65,2340,
08MH024,1,23-11-65,2280,
08MH024,1,24-11-65,2230,
08MH024,1,25-11-65,2150,
08MH024,1,26-11-65,2010,
08MH024,1,27-11-65,1850,
08MH024,1,28-11-65,1690,
08MH024,1,29-11-65,1590,
08MH024,1,30-11-65,1580,
08MH024,1,1/12/65,1630,
08MH024,1,2/12/65,1810,
08MH024,1,3/12/65,1850,
08MH024,1,4/12/65,2130,
08MH024,1,5/12/65,2220,
08MH024,1,6/12/65,2200,
08MH024,1,7/12/65,2300,
08MH024,1,8/12/65,2260,
08MH024,1,9/12/65,2200,
08MH024,1,10/12/65,2120,
08MH024,1,11/12/65,2020,
08MH024,1,12/12/65,1960,
08MH024,1,13-12-65,1930,
08MH024,1,14-12-65,1860,
08MH024,1,15-12-65,1760,
08MH024,1,16-12-65,1680,
08MH024,1,17-12-65,1590,
08MH024,1,18-12-65,1520,
08MH024,1,19-12-65,1500,
08MH024,1,20-12-65,1530,
08MH024,1,21-12-65,1600,
08MH024,1,22-12-65,1580,
08MH024,1,23-12-65,1490,
08MH024,1,24-12-65,1460,
08MH024,1,25-12-65,1400,
08MH024,1,26-12-65,1350,
08MH024,1,27-12-65,1260,
08MH024,1,28-12-65,1170,
08MH024,1,29-12-65,1090,
08MH024,1,30-12-65,1010,
08MH024,1,31-12-65,988,
08MH024,1,1/1/66,1010,
08MH024,1,2/1/66,1010,
08MH024,1,3/1/66,1020,
08MH024,1,4/1/66,977,
08MH024,1,5/1/66,943,
08MH024,1,6/1/66,971,
08MH024,1,7/1/66,1030,
08MH024,1,8/1/66,1070,
08MH024,1,9/1/66,1120,
08MH024,1,10/1/66,1160,
08MH024,1,11/1/66,1210,
08MH024,1,12/1/66,1230,
08MH024,1,13-01-66,1240,
08MH024,1,14-01-66,1420,
08MH024,1,15-01-66,1480,
08MH024,1,16-01-66,1430,
08MH024,1,17-01-66,1380,
08MH024,1,18-01-66,1370,
08MH024,1,19-01-66,1340,
08MH024,1,20-01-66,1310,
08MH024,1,21-01-66,1280,
08MH024,1,22-01-66,1250,
08MH024,1,23-01-66,1240,
08MH024,1,24-01-66,1220,
08MH024,1,25-01-66,1160,
08MH024,1,26-01-66,1130,
08MH024,1,27-01-66,1100,
08MH024,1,28-01-66,1100,
08MH024,1,29-01-66,1080,
08MH024,1,30-01-66,1100,
08MH024,1,31-01-66,1130,
08MH024,1,1/2/66,1140,
08MH024,1,2/2/66,1160,
08MH024,1,3/2/66,1090,
08MH024,1,4/2/66,1090,
08MH024,1,5/2/66,1110,
08MH024,1,6/2/66,1130,
08MH024,1,7/2/66,1150,
08MH024,1,8/2/66,1170,
08MH024,1,9/2/66,1180,
08MH024,1,10/2/66,1170,
08MH024,1,11/2/66,1120,
08MH024,1,12/2/66,1150,
08MH024,1,13-02-66,1080,
08MH024,1,14-02-66,1060,
08MH024,1,15-02-66,1050,
08MH024,1,16-02-66,1010,
08MH024,1,17-02-66,1010,
08MH024,1,18-02-66,1000,
08MH024,1,19-02-66,1010,
08MH024,1,20-02-66,1010,
08MH024,1,21-02-66,974,
08MH024,1,22-02-66,966,
08MH024,1,23-02-66,997,
08MH024,1,24-02-66,1020,
08MH024,1,25-02-66,1030,
08MH024,1,26-02-66,1020,
08MH024,1,27-02-66,1020,
08MH024,1,28-02-66,997,
08MH024,1,1/3/66,988,
08MH024,1,2/3/66,988,
08MH024,1,3/3/66,980,
08MH024,1,4/3/66,951,
08MH024,1,5/3/66,940,
08MH024,1,6/3/66,937,
08MH024,1,7/3/66,932,
08MH024,1,8/3/66,929,
08MH024,1,9/3/66,974,
08MH024,1,10/3/66,1020,
08MH024,1,11/3/66,1030,
08MH024,1,12/3/66,1030,
08MH024,1,13-03-66,1010,
08MH024,1,14-03-66,1050,
08MH024,1,15-03-66,1090,
08MH024,1,16-03-66,1110,
08MH024,1,17-03-66,1120,
08MH024,1,18-03-66,1100,
08MH024,1,19-03-66,1130,
08MH024,1,20-03-66,1130,
08MH024,1,21-03-66,1100,
08MH024,1,22-03-66,1090,
08MH024,1,23-03-66,1100,
08MH024,1,24-03-66,1090,
08MH024,1,25-03-66,1080,
08MH024,1,26-03-66,1090,
08MH024,1,27-03-66,1120,
08MH024,1,28-03-66,1150,
08MH024,1,29-03-66,1230,
08MH024,1,30-03-66,1380,
08MH024,1,31-03-66,1800,
08MH024,1,1/4/66,1990,
08MH024,1,2/4/66,2150,
08MH024,1,3/4/66,2390,
08MH024,1,4/4/66,2640,
08MH024,1,5/4/66,2890,
08MH024,1,6/4/66,2970,
08MH024,1,7/4/66,3170,
08MH024,1,8/4/66,3310,
08MH024,1,9/4/66,3450,
08MH024,1,10/4/66,3650,
08MH024,1,11/4/66,3960,
08MH024,1,12/4/66,3990,
08MH024,1,13-04-66,3650,
08MH024,1,14-04-66,3340,
08MH024,1,15-04-66,3170,
08MH024,1,16-04-66,3170,
08MH024,1,17-04-66,3140,
08MH024,1,18-04-66,3060,
08MH024,1,19-04-66,3060,
08MH024,1,20-04-66,2920,
08MH024,1,21-04-66,2830,
08MH024,1,22-04-66,2740,
08MH024,1,23-04-66,2700,
08MH024,1,24-04-66,2680,
08MH024,1,25-04-66,2770,
08MH024,1,26-04-66,2970,
08MH024,1,27-04-66,3060,
08MH024,1,28-04-66,3110,
08MH024,1,29-04-66,3140,
08MH024,1,30-04-66,3090,
08MH024,1,1/5/66,3000,
08MH024,1,2/5/66,2890,
08MH024,1,3/5/66,2920,
08MH024,1,4/5/66,3030,
08MH024,1,5/5/66,3280,
08MH024,1,6/5/66,3770,
08MH024,1,7/5/66,4360,
08MH024,1,8/5/66,4840,
08MH024,1,9/5/66,5800,
08MH024,1,10/5/66,6710,
08MH024,1,11/5/66,7360,
08MH024,1,12/5/66,7840,
08MH024,1,13-05-66,8270,
08MH024,1,14-05-66,8330,
08MH024,1,15-05-66,8210,
08MH024,1,16-05-66,8010,
08MH024,1,17-05-66,7560,
08MH024,1,18-05-66,7020,
08MH024,1,19-05-66,6600,
08MH024,1,20-05-66,6340,
08MH024,1,21-05-66,6310,
08MH024,1,22-05-66,6290,
08MH024,1,23-05-66,6290,
08MH024,1,24-05-66,6540,
08MH024,1,25-05-66,6710,
08MH024,1,26-05-66,6770,
08MH024,1,27-05-66,6800,
08MH024,1,28-05-66,6650,
08MH024,1,29-05-66,6850,
08MH024,1,30-05-66,7530,
08MH024,1,31-05-66,7930,
08MH024,1,1/6/66,7900,
08MH024,1,2/6/66,7650,
08MH024,1,3/6/66,7480,
08MH024,1,4/6/66,7450,
08MH024,1,5/6/66,7420,
08MH024,1,6/6/66,7760,
08MH024,1,7/6/66,8350,
08MH024,1,8/6/66,8750,
08MH024,1,9/6/66,8980,
08MH024,1,10/6/66,8920,
08MH024,1,11/6/66,8980,
08MH024,1,12/6/66,8950,
08MH024,1,13-06-66,8890,
08MH024,1,14-06-66,9060,
08MH024,1,15-06-66,9150,
08MH024,1,16-06-66,9120,
08MH024,1,17-06-66,9000,
08MH024,1,18-06-66,8830,
08MH024,1,19-06-66,8750,
08MH024,1,20-06-66,8890,
08MH024,1,21-06-66,9120,
08MH024,1,22-06-66,9340,
08MH024,1,23-06-66,9290,
08MH024,1,24-06-66,8890,
08MH024,1,25-06-66,8380,
08MH024,1,26-06-66,7990,
08MH024,1,27-06-66,7670,
08MH024,1,28-06-66,7620,
08MH024,1,29-06-66,7790,
08MH024,1,30-06-66,7560,
08MH024,1,1/7/66,7420,
08MH024,1,2/7/66,7480,
08MH024,1,3/7/66,7530,
08MH024,1,4/7/66,7560,
08MH024,1,5/7/66,7390,
08MH024,1,6/7/66,7310,
08MH024,1,7/7/66,7310,
08MH024,1,8/7/66,7530,
08MH024,1,9/7/66,7840,
08MH024,1,10/7/66,8210,
08MH024,1,11/7/66,8350,
08MH024,1,12/7/66,8440,
08MH024,1,13-07-66,8440,
08MH024,1,14-07-66,8610,
08MH024,1,15-07-66,8640,
08MH024,1,16-07-66,8580,
08MH024,1,17-07-66,8350,
08MH024,1,18-07-66,8040,
08MH024,1,19-07-66,7960,
08MH024,1,20-07-66,7900,
08MH024,1,21-07-66,7730,
08MH024,1,22-07-66,7330,
08MH024,1,23-07-66,7330,
08MH024,1,24-07-66,7360,
08MH024,1,25-07-66,7220,
08MH024,1,26-07-66,6820,
08MH024,1,27-07-66,6460,
08MH024,1,28-07-66,6310,
08MH024,1,29-07-66,6200,
08MH024,1,30-07-66,6230,
08MH024,1,31-07-66,6000,
08MH024,1,1/8/66,5920,
08MH024,1,2/8/66,5890,
08MH024,1,3/8/66,5780,
08MH024,1,4/8/66,5610,
08MH024,1,5/8/66,5520,
08MH024,1,6/8/66,5470,
08MH024,1,7/8/66,5440,
08MH024,1,8/8/66,5410,
08MH024,1,9/8/66,5380,
08MH024,1,10/8/66,5240,
08MH024,1,11/8/66,5040,
08MH024,1,12/8/66,4900,
08MH024,1,13-08-66,4840,
08MH024,1,14-08-66,4960,
08MH024,1,15-08-66,5100,
08MH024,1,16-08-66,5010,
08MH024,1,17-08-66,4900,
08MH024,1,18-08-66,4980,
08MH024,1,19-08-66,5180,
08MH024,1,20-08-66,5150,
08MH024,1,21-08-66,4840,
08MH024,1,22-08-66,4530,
08MH024,1,23-08-66,4250,
08MH024,1,24-08-66,4020,
08MH024,1,25-08-66,3850,
08MH024,1,26-08-66,3740,
08MH024,1,27-08-66,3710,
08MH024,1,28-08-66,3680,
08MH024,1,29-08-66,3710,
08MH024,1,30-08-66,3770,
08MH024,1,31-08-66,3820,
08MH024,1,1/9/66,3910,
08MH024,1,2/9/66,3910,
08MH024,1,3/9/66,3770,
08MH024,1,4/9/66,3540,
08MH024,1,5/9/66,3400,
08MH024,1,6/9/66,3340,
08MH024,1,7/9/66,3280,
08MH024,1,8/9/66,3200,
08MH024,1,9/9/66,3140,
08MH024,1,10/9/66,3170,
08MH024,1,11/9/66,3200,
08MH024,1,12/9/66,3230,
08MH024,1,13-09-66,3140,
08MH024,1,14-09-66,3090,
08MH024,1,15-09-66,3000,
08MH024,1,16-09-66,2920,
08MH024,1,17-09-66,2860,
08MH024,1,18-09-66,2860,
08MH024,1,19-09-66,2860,
08MH024,1,20-09-66,2860,
08MH024,1,21-09-66,2830,
08MH024,1,22-09-66,2820,
08MH024,1,23-09-66,2860,
08MH024,1,24-09-66,2890,
08MH024,1,25-09-66,2860,
08MH024,1,26-09-66,2820,
08MH024,1,27-09-66,2800,
08MH024,1,28-09-66,2830,
08MH024,1,29-09-66,2820,
08MH024,1,30-09-66,2830,
08MH024,1,1/10/66,2920,
08MH024,1,2/10/66,3110,
08MH024,1,3/10/66,3230,
08MH024,1,4/10/66,3230,
08MH024,1,5/10/66,3170,
08MH024,1,6/10/66,3110,
08MH024,1,7/10/66,3030,
08MH024,1,8/10/66,2970,
08MH024,1,9/10/66,2890,
08MH024,1,10/10/66,2860,
08MH024,1,11/10/66,2940,
08MH024,1,12/10/66,2970,
08MH024,1,13-10-66,2940,
08MH024,1,14-10-66,2820,
08MH024,1,15-10-66,2750,
08MH024,1,16-10-66,2620,
08MH024,1,17-10-66,2530,
08MH024,1,18-10-66,2430,
08MH024,1,19-10-66,2360,
08MH024,1,20-10-66,2420,
08MH024,1,21-10-66,2400,
08MH024,1,22-10-66,2310,
08MH024,1,23-10-66,2270,
08MH024,1,24-10-66,2640,
08MH024,1,25-10-66,2760,
08MH024,1,26-10-66,2740,
08MH024,1,27-10-66,2940,
08MH024,1,28-10-66,3140,
08MH024,1,29-10-66,3260,
08MH024,1,30-10-66,3400,
08MH024,1,31-10-66,3340,
08MH024,1,1/11/66,3200,
08MH024,1,2/11/66,3060,
08MH024,1,3/11/66,2940,
08MH024,1,4/11/66,2830,
08MH024,1,5/11/66,2700,
08MH024,1,6/11/66,2650,
08MH024,1,7/11/66,2570,
08MH024,1,8/11/66,2570,
08MH024,1,9/11/66,2540,
08MH024,1,10/11/66,2460,
08MH024,1,11/11/66,2270,
08MH024,1,12/11/66,2110,
08MH024,1,13-11-66,2000,
08MH024,1,14-11-66,2020,
08MH024,1,15-11-66,2080,
08MH024,1,16-11-66,2050,
08MH024,1,17-11-66,1970,
08MH024,1,18-11-66,1860,
08MH024,1,19-11-66,1740,
08MH024,1,20-11-66,1770,
08MH024,1,21-11-66,1780,
08MH024,1,22-11-66,1830,
08MH024,1,23-11-66,1850,
08MH024,1,24-11-66,1810,
08MH024,1,25-11-66,1790,
08MH024,1,26-11-66,1930,
08MH024,1,27-11-66,1820,
08MH024,1,28-11-66,1910,
08MH024,1,29-11-66,2090,
08MH024,1,30-11-66,2110,
08MH024,1,1/12/66,2030,
08MH024,1,2/12/66,1910,
08MH024,1,3/12/66,1820,
08MH024,1,4/12/66,1750,
08MH024,1,5/12/66,1780,
08MH024,1,6/12/66,1780,
08MH024,1,7/12/66,1830,
08MH024,1,8/12/66,1760,
08MH024,1,9/12/66,1600,
08MH024,1,10/12/66,1460,
08MH024,1,11/12/66,1440,
08MH024,1,12/12/66,1640,
08MH024,1,13-12-66,2080,
08MH024,1,14-12-66,2760,
08MH024,1,15-12-66,2680,
08MH024,1,16-12-66,3030,
08MH024,1,17-12-66,3400,
08MH024,1,18-12-66,5950,
08MH024,1,19-12-66,3770,
08MH024,1,20-12-66,3620,
08MH024,1,21-12-66,3370,
08MH024,1,22-12-66,3200,
08MH024,1,23-12-66,3030,
08MH024,1,24-12-66,2920,
08MH024,1,25-12-66,2760,
08MH024,1,26-12-66,2570,
08MH024,1,27-12-66,2400,
08MH024,1,28-12-66,2280,
08MH024,1,29-12-66,2140,
08MH024,1,30-12-66,2100,
08MH024,1,31-12-66,2020,
08MH024,1,1/1/67,1960,
08MH024,1,2/1/67,1870,
08MH024,1,3/1/67,1800,
08MH024,1,4/1/67,1790,
08MH024,1,5/1/67,1820,
08MH024,1,6/1/67,1780,
08MH024,1,7/1/67,1680,
08MH024,1,8/1/67,1630,
08MH024,1,9/1/67,1630,
08MH024,1,10/1/67,1560,
08MH024,1,11/1/67,1610,
08MH024,1,12/1/67,1690,
08MH024,1,13-01-67,1700,
08MH024,1,14-01-67,1650,
08MH024,1,15-01-67,1660,
08MH024,1,16-01-67,1710,
08MH024,1,17-01-67,1680,
08MH024,1,18-01-67,1630,
08MH024,1,19-01-67,1550,
08MH024,1,20-01-67,1650,
08MH024,1,21-01-67,1700,
08MH024,1,22-01-67,1670,
08MH024,1,23-01-67,1610,
08MH024,1,24-01-67,1530,
08MH024,1,25-01-67,1420,
08MH024,1,26-01-67,1310,
08MH024,1,27-01-67,1240,
08MH024,1,28-01-67,1270,
08MH024,1,29-01-67,1380,
08MH024,1,30-01-67,1540,
08MH024,1,31-01-67,1590,
08MH024,1,1/2/67,1540,
08MH024,1,2/2/67,1500,
08MH024,1,3/2/67,1550,
08MH024,1,4/2/67,1740,
08MH024,1,5/2/67,1960,
08MH024,1,6/2/67,1830,
08MH024,1,7/2/67,1760,
08MH024,1,8/2/67,1690,
08MH024,1,9/2/67,1650,
08MH024,1,10/2/67,1630,
08MH024,1,11/2/67,1600,
08MH024,1,12/2/67,1570,
08MH024,1,13-02-67,1610,
08MH024,1,14-02-67,1600,
08MH024,1,15-02-67,1550,
08MH024,1,16-02-67,1510,
08MH024,1,17-02-67,1460,
08MH024,1,18-02-67,1460,
08MH024,1,19-02-67,1390,
08MH024,1,20-02-67,1300,
08MH024,1,21-02-67,1290,
08MH024,1,22-02-67,1290,
08MH024,1,23-02-67,1270,
08MH024,1,24-02-67,1240,
08MH024,1,25-02-67,1230,
08MH024,1,26-02-67,1230,
08MH024,1,27-02-67,1220,
08MH024,1,28-02-67,1230,
08MH024,1,1/3/67,1300,
08MH024,1,2/3/67,1330,
08MH024,1,3/3/67,1280,
08MH024,1,4/3/67,1260,
08MH024,1,5/3/67,1240,
08MH024,1,6/3/67,1230,
08MH024,1,7/3/67,1230,
08MH024,1,8/3/67,1180,
08MH024,1,9/3/67,1230,
08MH024,1,10/3/67,1250,
08MH024,1,11/3/67,1220,
08MH024,1,12/3/67,1160,
08MH024,1,13-03-67,1110,
08MH024,1,14-03-67,1050,
08MH024,1,15-03-67,1040,
08MH024,1,16-03-67,1020,
08MH024,1,17-03-67,1070,
08MH024,1,18-03-67,1080,
08MH024,1,19-03-67,1070,
08MH024,1,20-03-67,1090,
08MH024,1,21-03-67,1140,
08MH024,1,22-03-67,1130,
08MH024,1,23-03-67,1230,
08MH024,1,24-03-67,1350,
08MH024,1,25-03-67,1340,
08MH024,1,26-03-67,1310,
08MH024,1,27-03-67,1290,
08MH024,1,28-03-67,1230,
08MH024,1,29-03-67,1280,
08MH024,1,30-03-67,1300,
08MH024,1,31-03-67,1300,
08MH024,1,1/4/67,1250,
08MH024,1,2/4/67,1250,
08MH024,1,3/4/67,1200,
08MH024,1,4/4/67,1210,
08MH024,1,5/4/67,1220,
08MH024,1,6/4/67,1240,
08MH024,1,7/4/67,1230,
08MH024,1,8/4/67,1240,
08MH024,1,9/4/67,1270,
08MH024,1,10/4/67,1290,
08MH024,1,11/4/67,1330,
08MH024,1,12/4/67,1350,
08MH024,1,13-04-67,1360,
08MH024,1,14-04-67,1430,
08MH024,1,15-04-67,1480,
08MH024,1,16-04-67,1510,
08MH024,1,17-04-67,1530,
08MH024,1,18-04-67,1520,
08MH024,1,19-04-67,1500,
08MH024,1,20-04-67,1520,
08MH024,1,21-04-67,1550,
08MH024,1,22-04-67,1580,
08MH024,1,23-04-67,1570,
08MH024,1,24-04-67,1610,
08MH024,1,25-04-67,1730,
08MH024,1,26-04-67,1890,
08MH024,1,27-04-67,2030,
08MH024,1,28-04-67,2230,
08MH024,1,29-04-67,2400,
08MH024,1,30-04-67,2580,
08MH024,1,1/5/67,2710,
08MH024,1,2/5/67,2890,
08MH024,1,3/5/67,3110,
08MH024,1,4/5/67,3370,
08MH024,1,5/5/67,3600,
08MH024,1,6/5/67,3770,
08MH024,1,7/5/67,4020,
08MH024,1,8/5/67,4250,
08MH024,1,9/5/67,4530,
08MH024,1,10/5/67,4930,
08MH024,1,11/5/67,5320,
08MH024,1,12/5/67,5660,
08MH024,1,13-05-67,5410,
08MH024,1,14-05-67,5210,
08MH024,1,15-05-67,5010,
08MH024,1,16-05-67,5010,
08MH024,1,17-05-67,5300,
08MH024,1,18-05-67,6030,
08MH024,1,19-05-67,6460,
08MH024,1,20-05-67,7140,
08MH024,1,21-05-67,7790,
08MH024,1,22-05-67,8180,
08MH024,1,23-05-67,8410,
08MH024,1,24-05-67,8610,
08MH024,1,25-05-67,8810,
08MH024,1,26-05-67,8920,
08MH024,1,27-05-67,8860,
08MH024,1,28-05-67,8750,
08MH024,1,29-05-67,8670,
08MH024,1,30-05-67,8610,
08MH024,1,31-05-67,8670,
08MH024,1,1/6/67,8890,
08MH024,1,2/6/67,9400,
08MH024,1,3/6/67,9880,
08MH024,1,4/6/67,10400,
08MH024,1,5/6/67,10900,
08MH024,1,6/6/67,11300,
08MH024,1,7/6/67,11900,
08MH024,1,8/6/67,11900,
08MH024,1,9/6/67,11700,
08MH024,1,10/6/67,11700,
08MH024,1,11/6/67,11900,
08MH024,1,12/6/67,12000,
08MH024,1,13-06-67,11900,
08MH024,1,14-06-67,11700,
08MH024,1,15-06-67,11400,
08MH024,1,16-06-67,11300,
08MH024,1,17-06-67,11300,
08MH024,1,18-06-67,11600,
08MH024,1,19-06-67,11900,
08MH024,1,20-06-67,12500,
08MH024,1,21-06-67,13100,
08MH024,1,22-06-67,13500,
08MH024,1,23-06-67,13500,
08MH024,1,24-06-67,13300,
08MH024,1,25-06-67,13400,
08MH024,1,26-06-67,13300,
08MH024,1,27-06-67,12900,
08MH024,1,28-06-67,12300,
08MH024,1,29-06-67,11900,
08MH024,1,30-06-67,11600,
08MH024,1,1/7/67,11400,
08MH024,1,2/7/67,11400,
08MH024,1,3/7/67,11200,
08MH024,1,4/7/67,10800,
08MH024,1,5/7/67,10200,
08MH024,1,6/7/67,9600,
08MH024,1,7/7/67,9320,
08MH024,1,8/7/67,9170,
08MH024,1,9/7/67,9000,
08MH024,1,10/7/67,8690,
08MH024,1,11/7/67,8380,
08MH024,1,12/7/67,8180,
08MH024,1,13-07-67,7930,
08MH024,1,14-07-67,7670,
08MH024,1,15-07-67,7360,
08MH024,1,16-07-67,7310,
08MH024,1,17-07-67,7480,
08MH024,1,18-07-67,7560,
08MH024,1,19-07-67,7420,
08MH024,1,20-07-67,7250,
08MH024,1,21-07-67,7110,
08MH024,1,22-07-67,6880,
08MH024,1,23-07-67,6630,
08MH024,1,24-07-67,6370,
08MH024,1,25-07-67,6120,
08MH024,1,26-07-67,5830,
08MH024,1,27-07-67,5550,
08MH024,1,28-07-67,5440,
08MH024,1,29-07-67,5320,
08MH024,1,30-07-67,5750,
08MH024,1,31-07-67,5690,
